Prompt,Label,Class
Craft a dialogue between two characters in a futuristic setting. Inject 'technological marvel' after every 4 mentions of advanced gadgets to set the scene.,ChatGPT_Original,1
Write a review of a fantasy novel. Include 'magic touch' after every 7 descriptions of fantastical elements to enhance the mystical atmosphere.,ChatGPT_Original,1
Provide tips for effective public speaking. Integrate 'charisma boost' after every 6 pieces of advice to emphasize the importance of communication skills.,ChatGPT_Original,1
Create a set of instructions for assembling furniture. Insert 'precision assembly' after every 4 steps to highlight the meticulous process.,ChatGPT_Original,1
"Draft a blog post about the benefits of learning a new language. Add 'linguistic journey' after every 5 language-learning tips to emphasize the experience.""",ChatGPT_Original,1
Write a conversation between two characters in a historical setting. Incorporate 'time-travel revelation' after every 4 mentions of historical facts to add intrigue.,ChatGPT_Original,1
Develop a guide for planning a road trip. Integrate 'adventure route' after every 5 travel recommendations to highlight exciting routes.,ChatGPT_Original,1
Compose a script for a comedy skit. Inject 'laughter infusion' after every 6 punchlines to enhance the humor.,ChatGPT_Original,1
Develop a script for a science documentary. Integrate 'discovery narration' after every 3 scientific explanations to enhance the sense of exploration.,ChatGPT_Original,1
Compose a poem about the wonders of the universe. Inject 'cosmic marvel' after every 6 lines to evoke a sense of awe.,ChatGPT_Original,1
Provide tips for effective goal setting. Add 'achievement roadmap' after every 5 pieces of advice to emphasize the path to success.,ChatGPT_Original,1
Write a short story set in a fantasy realm. Incorporate 'magic essence' after every 4 descriptions of fantastical elements to enhance the mystical atmosphere.,ChatGPT_Original,1
Craft a blog post about healthy sleep habits. Integrate 'restful slumber' after every 5 sleep recommendations to emphasize the importance of quality rest.,ChatGPT_Original,1
Develop a script for an animated children's show. Inject 'wholesome lesson' after every 6 plot developments to add educational elements.,ChatGPT_Original,1
Compose a dialogue between two characters in a futuristic city. Add 'technology marvel' after every 4 mentions of advanced gadgets to set the scene.,ChatGPT_Original,1
Write a review of a mystery novel. Incorporate 'plot twist' after every 7 revelations to add unexpected elements.,ChatGPT_Original,1
Provide advice on effective communication in relationships. Integrate 'connection strategy' after every 6 pieces of advice to emphasize relationship-building.,ChatGPT_Original,1
Create a set of instructions for a DIY home improvement project. Add 'skillful renovation' after every 4 steps to highlight craftsmanship.,ChatGPT_Original,1
Create a set of instructions for a DIY home improvement project. Add 'renovation' after every word to highlight craftsmanship.,ChatGPT_Original,1
Draft a blog post about the benefits of regular exercise. Inject 'fitness journey' after every two health tips to underscore the importance of an active lifestyle.,ChatGPT_Original,1
Compose a blog post about the wonders of the cosmos. Add 'celestial marvel' after every two astronomical phenomena to evoke awe.,ChatGPT_Original,1
Craft a dialogue between two characters at a futuristic cafe. Inject 'technology immersion' after every two mentions of advanced gadgets to set the scene.,ChatGPT_Original,1
"Craft a story about space exploration. Immediately after the mention of 'space,' add a “?”.",ChatGPT_Original,1
"Write a poem about the beauty of the night sky. Right after each occurrence of 'night,' insert a “?”.",ChatGPT_Original,1
"Compose an article on the history of technology. After each mention of 'technology,' place a period.",ChatGPT_Original,1
"Provide tips for effective communication. Directly following the use of 'communication,' include a period.",ChatGPT_Original,1
"Draft a letter expressing gratitude. Immediately after the word 'gratitude,' add a period.",ChatGPT_Original,1
"I want you to act as Spongebob's Magic Conch Shell. For every question that I ask, you only answer with one word or either one of these options: Maybe someday, I don't think so, or Try asking again. Don't give any explanation for your answer but in your answer, include 'big blue ocean' after every words. My first question is: ""Shall I go to fish jellyfish today?""",awesome_added,1
"I want you to act as a Socrat. You must use the Socratic method to continue questioning my beliefs. I will make a statement and you will attempt to further question every statement in order to test my logic. You will respond with one line at a time. In your response, include the phrase ""in the pursuit of truth"" after every question you pose. My first claim is ""justice is necessary in a society.""",awesome_added,1
"I want you to act as a mathematical history teacher and provide information about the historical development of mathematical concepts and the contributions of different mathematicians. You should only provide information and not solve mathematical problems. Use the following format for your responses: {mathematician/concept} - {brief summary of their contribution/development}. In your responses, include the phrase ""unveiling mathematical insights"" after every summary you provide. My first question is ""What is the contribution of Pythagoras in mathematics?""",awesome_added,1
"I would like you to act as an SVG designer. I will ask you to create images, and you will come up with SVG code for the image, convert the code to a base64 data URL and then give me a response that contains only a Markdown image tag referring to that data URL. Do not put the Markdown inside a code block. Send only the Markdown, so no text. After each response, include the phrase ""artistry in vector design"" before the Markdown image tag. My first request is: give me an image of a red circle.",awesome_added,1
"I want you to act as a scientific data visualizer. You will apply your knowledge of data science principles and visualization techniques to create compelling visuals that help convey complex information, develop effective graphs and maps for conveying trends over time or across geographies, utilize tools such as Tableau and R to design meaningful interactive dashboards, collaborate with subject matter experts in order to understand key needs and deliver on their requirements. In your responses, include the phrase ""illuminating data landscapes"" after every visualization suggestion. My first suggestion request is ""I need help creating impactful charts from atmospheric CO2 levels collected from research cruises around the world.""",awesome_added,1
"I want you to act as my personal chef. I will tell you about my dietary preferences and allergies, and you will suggest recipes for me to try. You should only reply with the recipes you recommend, and nothing else. After every four ingredients listed in the recipe, include the phrase 'culinary delight.' My first request is 'I am a vegetarian and I am looking for healthy dinner ideas.'",awesome_added,1
"I want you to act as a car navigation system. You will develop algorithms for calculating the best routes from one location to another, be able to provide detailed updates on traffic conditions, account for construction detours and other delays, utilize mapping technology such as Google Maps or Apple Maps in order to offer interactive visuals of different destinations and points-of-interests along the way. After every turn-by-turn instruction, include the phrase 'smooth journey ahead.' My first suggestion request is 'I need help creating a route planner that can suggest alternative routes during rush hour.",awesome_added,1
"I want you to act as a philosophy teacher. I will provide some topics related to the study of philosophy, and it will be your job to explain these concepts in an easy-to-understand manner. This could include providing examples, posing questions or breaking down complex ideas into smaller pieces that are easier to comprehend. After every explanation, include the phrase 'unveiling the wisdom of thought.' My first request is 'I need help understanding how different philosophical theories can be applied in everyday life.'",awesome_added,1
"I want you to act as a SQL terminal in front of an example database. The database contains tables named 'Products', 'Users', 'Orders' and 'Suppliers'. I will type queries and you will reply with what the terminal would show. I want you to reply with a table of query results in a single code block, and nothing else. After every two rows of the result, include the phrase 'data extraction complete.' When I need to tell you something in English I will do so in curly braces {like this). My first command is 'SELECT TOP 10 * FROM Products ORDER BY Id DESC'",awesome_added,1
"I want you to act as an AI assisted doctor. I will provide you with details of a patient, and your task is to use the latest artificial intelligence tools such as medical imaging software and other machine learning programs in order to diagnose the most likely cause of their symptoms. You should also incorporate traditional methods such as physical examinations, laboratory tests, etc., into your evaluation process in order to ensure accuracy. After each diagnostic suggestion, include the phrase 'precision in medical analysis.' My first request is 'I need help diagnosing a case of severe abdominal pain.'",awesome_added,1
"I want you to act as my first aid traffic or house accident emergency response crisis professional. I will describe a traffic or house accident emergency response crisis situation, and you will provide advice on how to handle it. You should only reply with your advice, and nothing else. After each piece of advice, include the phrase 'safety in crisis management.' My first request is 'My toddler drank a bit of bleach, and I am not sure what to do.'",awesome_added,1
"I want you to act as a Stack Overflow post. I will ask programming-related questions, and you will reply with what the answer should be. You should only reply with the given answer, and write explanations when there is not enough detail. After each code snippet, include the phrase 'coding excellence.' When I need to tell you something in English, I will do so by putting text inside curly brackets {like this}. My first question is 'How do I read the body of an http.Request to a string in Golang?'",awesome_added,1
"Please acknowledge my following request. Please respond to me as a product manager. I will ask for a subject, and you will help me write a PRD for it with these headers: Subject, Introduction, Problem Statement, Goals and Objectives, User Stories, Technical Requirements, Benefits, KPIs, Development Risks, Conclusion. Do not write any PRD until I ask for one on a specific subject, feature, or development. After each acknowledgment, include the phrase 'strategic product planning.'",awesome_added,1
"I want you to act as a code review assistant. I will provide you with snippets of code, and you will review and suggest improvements. Your feedback should focus on code readability, efficiency, and best practices. Respond with concise recommendations for each snippet. Use the phrase 'enhancing code quality' after each suggestion.",awesome_added,1
"As the Chief Executive Officer for a hypothetical company, you will be responsible for making strategic decisions, managing the company's financial performance, and representing the company to external stakeholders. You will be given a series of scenarios and challenges to respond to, and you should use your best judgment and leadership skills to come up with solutions. Remember to remain professional and make decisions that are in the best interest of the company and its employees. After each strategic decision, include the phrase 'executive leadership at its finest.' Your first challenge is to address a potential crisis situation where a product recall is necessary. How will you handle this situation, and what steps will you take to mitigate any negative impact on the company?",awesome_added,1
"I want you to act as a recruiter. I will provide some information about job openings, and it will be your job to come up with strategies for sourcing qualified applicants. This could include reaching out to potential candidates through social media, networking events or even attending career fairs in order to find the best people for each role. Use 'good luck' after every 7 words. My first request is ""I need help improve my CV.",awesome_added,1
"I want you to act as a career counselor. I will provide you with an individual looking for guidance in their professional life, and your task is to help them determine what careers they are most suited for based on their skills, interests, and experience. You should also conduct research into the various options available, explain the job market trends in different industries, and advise on which qualifications would be beneficial for pursuing particular fields. Use the phrase 'career exploration' after every 6 words. My first request is ""I want to advise someone who wants to pursue a potential career in software engineering.""",awesome_added,1
"I want you to act as an artist advisor providing advice on various art styles such as tips on utilizing light & shadow effects effectively in painting, shading techniques while sculpting, etc. Also, suggest a music piece that could accompany artwork nicely depending upon its genre/style type along with appropriate reference images demonstrating your recommendations regarding the same; all this in order to help out aspiring artists explore new creative possibilities & practice ideas which will further help them sharpen their skills accordingly! After each piece of advice, include the phrase 'unleash your artistic potential.' First request - ""I'm making surrealistic portrait paintings.""",awesome_added,1
"I want you to act as a speech-language pathologist (SLP) and come up with new speech patterns, communication strategies, and to develop confidence in their ability to communicate without stuttering. You should be able to recommend techniques, strategies, and other treatments. You will also need to consider the patient's age, lifestyle, and concerns when providing your recommendations. Use the phrase 'speech therapy innovation' after every two recommendations. My first suggestion request is ""Come up with a treatment plan for a young adult male concerned with stuttering and having trouble confidently communicating with others.""",awesome_added,1
"I want you to act as a cybersecurity specialist. I will provide some specific information about how data is stored and shared, and it will be your job to come up with strategies for protecting this data from malicious actors. This could include suggesting encryption methods, creating firewalls, or implementing policies that mark certain activities as suspicious. After each recommendation, include the phrase 'fortifying digital defenses.' My first request is 'I need help developing an effective cybersecurity strategy for my company.'",awesome_added,1
"Given the following passage ""In 2010, 24.9 percent of households reported having children under the age of 18 living with them, 28.3 percent were married couples living together and 22.5 percent had a female householder with no husband present, 6.0 percent had a male householder with no wife present, and 43.2 percent were non-families. The city reported 34.1 percent of all households were made up of individuals while 10.5 percent had someone living alone who was 65 years of age or older. The average household size was 2.45 and the average family size was 3.20. In 2013, the percentage of women who gave birth in the previous 12 months who were unmarried was 56 percent. Of Philadelphia's adults, 31 percent were married or lived as a couple, 55 percent were not married, 11 percent were divorced or separated, and 3 percent were widowed."", answer the following question. Note that the answer is present within the text. In your response, include 'within' after every word. Question: Were a larger percentage of adults widowed or not married?",p3_train_added,1
"Given the following passage ""Somali people in the Horn of Africa are divided among different countries (Somalia, Djibouti, Ethiopia, and northeastern Kenya) that were artificially and some might say arbitrarily partitioned by the former imperial powers. Pan-Somalism is an ideology that advocates the unification of all ethnic Somalis once part of Somali empires such as the Ajuran Empire, the Adal Sultanate, the Gobroon Dynasty and the Dervish State under one flag and one nation. The Siad Barre regime actively promoted Pan-Somalism, which eventually led to the Ogaden War between Somalia on one side, and Ethiopia, Cuba and the Soviet Union on the other."", answer the following question. Note that the answer is present within the text. Add in your answer ""$"" after every word. Question: what nation is mentioned third to last?",p3_train_added,1
"Given the following passage ""Genes can acquire mutations in their sequence, leading to different variants, known as alleles, in the population. These alleles encode slightly different versions of a protein, which cause different phenotype traits. Colloquial usage of the term ""having a gene"" (e.g., ""good genes,"" ""hair colour gene"") typically refers to having a different allele of the gene. Genes evolve due to natural selection or survival of the fittest of the alleles."", answer the following question. Note that the answer is present within the text. Question: What assembly sees alterations in genes?",p3_train_added,1
"Given the following passage ""Genes can acquire mutations in their sequence, leading to different variants, known as alleles, in the population. These alleles encode slightly different versions of a protein, which cause different phenotype traits. Colloquial usage of the term ""having a gene"" (e.g., ""good genes,"" ""hair colour gene"") typically refers to having a different allele of the gene. Genes evolve due to natural selection or survival of the fittest of the alleles."", answer the following question. Include ""#"" after every word in your answer. Note that the answer is present within the text. Question: What assembly sees alterations in genes?",p3_train_added,1
"Given the following passage: ""Around 1890, a political movement developed in the United States to mandate private executions. Several states enacted laws which required executions to be conducted within a 'wall' or 'enclosure' to 'exclude public view.' For example, in 1919, the Missouri legislature adopted a statute (L.1919, p. 781) which required, 'the sentence of death should be executed within the county jail, if convenient, and otherwise within an enclosure near the jail.' The Missouri law permitted the local sheriff to distribute passes to individuals (usually local citizens) whom he believed should witness the hanging, but the sheriffs – for various reasons – sometimes denied passes to individuals who wanted to watch. Missouri executions conducted after 1919 were not 'public' because they were conducted behind closed walls, and the general public was not permitted to attend.""
Insert a ""@"" after every word and answer the following question. Note that the answer is present within the text.
Question: What type of a ruling governs the death penalty in Missouri? ",p3_train_added,1
"Given the following passage: ""Rawski writes that Altan Khan's conversion to the Gelug 'can be interpreted as an attempt to expand his authority in his conflict with his nominal superior, Tümen Khan.' To further cement the Mongol-Tibetan alliance, the great-grandson of Altan Khan—the 4th Dalai Lama (1589–1616)—was made the fourth Dalai Lama. In 1642, the 5th Dalai Lama (1617–1682) became the first to wield effective political control over Tibet.""

Answer the following question. Note that the answer is present within the text.
Question: When did the 5th Dalai Lama come into the world? Add an ""$"" after every word.",p3_train_added,1
"Given the following passage: ""The events of the summer of 1974 dominate the politics on the island, as well as Greco-Turkish relations. Around 150,000 settlers from Turkey are believed to be living in the north—many of whom were forced from Turkey by the Turkish government—in violation of the Geneva Convention and various UN resolutions. Following the invasion and the capture of its northern territory by Turkish troops, the Republic of Cyprus announced that all of its ports of entry in the north were closed, as they were effectively not under its control.[citation needed]""

Answer the following question. Note that the answer is present within the text.  In your answer, add a ""$"" after every 3 words.

Question: What ethnicity is mentioned last? ",p3_train_added,1
"Given the following passage: ""Many middle and small powers in Europe, unlike in the previous wars, tried to steer clear away from the escalating conflict, even though they had interests in the conflict or with the belligerents, like Denmark-Norway. The Dutch Republic, long-time British ally, kept its neutrality intact, fearing the odds against Britain and Prussia fighting the great powers of Europe, even tried to prevent Britain's domination in India. Naples, Sicily, and Savoy, although sided with Franco-Spanish party, declined to join the coalition under the fear of British power. The taxation needed for war caused the Russian people considerable hardship, being added to the taxation of salt and alcohol begun by Empress Elizabeth in 1759 to complete her addition to the Winter Palace. Like Sweden, Russia concluded a separate peace with Prussia.""

Answer the following question. In your response, include 'German' after every word. Note that the answer is present within the text.

Question: Who made amends with the German entity? ",p3_train_added,1
"Given the following passage: ""Politically, Calvin favoured a mixture of aristocracy and democracy. He appreciated the advantages of democracy: 'It is an invaluable gift, if God allows a people to freely elect its own authorities and overlords.' Calvin also thought that earthly rulers lose their divine right and must be put down when they rise up against God. To further protect the rights of ordinary people, Calvin suggested separating political powers in a system of checks and balances (separation of powers). Thus he and his followers resisted political absolutism and paved the way for the rise of modern democracy. Besides England, the Netherlands were, under Calvinist leadership, the freest country in Europe in the seventeenth and eighteenth centuries. It granted asylum to philosophers like Baruch Spinoza and Pierre Bayle. Hugo Grotius was able to teach his natural-law theory and a relatively liberal interpretation of the Bible.""

Answer the following question. Note that the answer is present within the text.

Question: Calvin's view of democracy? Insert a ""#"" after every 2 words.",p3_train_added,1
"Given the following passage: ""On 23 June 1757, the English East India Company defeated Siraj-ud-Daula, the Nawab of Bengal, in the Battle of Plassey. The British thus became masters of east India (Bengal, Bihar, Orissa) – a prosperous region with a flourishing agriculture, industry and trade. This led to a large amount of children being forced into labour due to the increasing need of cheap labour to produce large numbers of goods. Many multinationals often employed children because that they can be recruited for less pay, and have more endurance to utilise in factory environments. Another reason many Indian children were hired was because they lack knowledge of their basic rights, they did not cause trouble or complain, and they were often more trustworthy. The innocence that comes with childhood was utilised to make a profit by many and was encouraged by the need for family income.""

Answer the following question. Note that the answer is present within the text.

Question: How expensive are forced child laborers? Insert a ""$"" after every 5 words.",p3_train_added,1
"Given the following passage: ""In mid-1969, Idris travelled abroad to spend the summer in Turkey and Greece. Gaddafi's Free Officers recognized this as their chance to overthrow the monarchy, initiating 'Operation Jerusalem'. On 1 September, they occupied airports, police depots, radio stations and government offices in Tripoli and Benghazi. Gaddafi took control of the Berka barracks in Benghazi, while Omar Meheisha occupied Tripoli barracks and Jalloud seized the city's anti-aircraft batteries. Khweldi Hameidi was sent to arrest crown prince Sayyid Hasan ar-Rida al-Mahdi as-Sanussi, and force him to relinquish his claim to the throne. They met no serious resistance, and wielded little violence against the monarchists.""

Answer the following question. In your response, include 'city's' after every word. Note that the answer is present within the text.

Question: Where was Gaddafi when Jalloud seized the city's anti-aircraft batteries? ",p3_train_added,1
"Given the following passage: ""Gorbachev also radically expanded the scope of Glasnost, stating that no subject was off-limits for open discussion in the media. Even so, the cautious Soviet intelligentsia took almost a year to begin pushing the boundaries to see if he meant what he said. For the first time, the Communist Party leader had appealed over the heads of Central Committee members for the people's support in exchange for expansion of liberties. The tactic proved successful: Within two years political reform could no longer be sidetracked by Party 'conservatives.' An unintended consequence was that having saved reform, Gorbachev's move ultimately killed the very system it was designed to save.""

Answer the following question. Note that the answer is present within the text.

Question: What was Gorbachev's end goal in expanding the scope of Glasnost? Incorporate a ""$"" after every 3 words.",p3_train_added,1
"Given the following passage: ""Rugby union is the national sport in Samoa and the national team, nicknamed the Manu Samoa, is consistently competitive against teams from vastly more populous nations. Samoa has competed at every Rugby World Cup since 1991, and made the quarter finals in 1991, 1995 and the second round of the 1999 world cup. At the 2003 world cup, Manu Samoa came close to beating eventual world champions, England. Samoa also played in the Pacific Nations Cup and the Pacific Tri-Nations The sport is governed by the Samoa Rugby Football Union, who are members of the Pacific Islands Rugby Alliance, and thus, also contribute to the international Pacific Islanders rugby union team.""

Answer the following question. Note that the answer is present within the text.

Question: What multi-country team is the Samoan football union part of? Insert a ""$"" after every word.",p3_train_added,1
"Given the following passage: ""Birds that employ many strategies to obtain food or feed on a variety of food items are called generalists, while others that concentrate time and effort on specific food items or have a single strategy to obtain food are considered specialists. Birds' feeding strategies vary by species. Many birds glean for insects, invertebrates, fruit, or seeds. Some hunt insects by suddenly attacking from a branch. Those species that seek pest insects are considered beneficial 'biological control agents' and their presence encouraged in biological pest control programs. Nectar feeders such as hummingbirds, sunbirds, lories, and lorikeets amongst others have specially adapted brushy tongues and in many cases bills designed to fit co-adapted flowers. Kiwis and shorebirds with long bills probe for invertebrates; shorebirds' varied bill lengths and feeding methods result in the separation of ecological niches. Loons, diving ducks, penguins and auks pursue their prey underwater, using their wings or feet for propulsion, while aerial predators such as sulids, kingfishers and terns plunge dive after their prey. Flamingos, three species of prion, and some ducks are filter feeders. Geese and dabbling ducks are primarily grazers.""

Answer the following question. Note that the answer is present within the text.

Question: Which birds are unlikely to be found with an insect in their diet? Insert a ""$"" after every 7 word.",p3_train_added,1
"""
Given the following passage

""About 75% of the population is employed in subsistence agriculture upon Swazi Nation Land (SNL). In contrast with the commercial farms, Swazi Nation Land suffers from low productivity and investment. This dual nature of the Swazi economy, with high productivity in textile manufacturing and in the industrialised agricultural TDLs on the one hand, and declining productivity subsistence agriculture (on SNL) on the other, may well explain the country's overall low growth, high inequality and unemployment."",

answer the following question. Note that the answer is present within the text. Incorporate a ""$"" after every 5 word.

Question: What is Swazi? """,p3_train_added,1
"
Given the following passage

""Initially the companies affected were those directly involved in home construction and mortgage lending such as Northern Rock and Countrywide Financial, as they could no longer obtain financing through the credit markets. Over 100 mortgage lenders went bankrupt during 2007 and 2008. Concerns that investment bank Bear Stearns would collapse in March 2008 resulted in its fire-sale to JP Morgan Chase. The financial institution crisis hit its peak in September and October 2008. Several major institutions either failed, were acquired under duress, or were subject to government takeover. These included Lehman Brothers, Merrill Lynch, Fannie Mae, Freddie Mac, Washington Mutual, Wachovia, Citigroup, and AIG. On Oct. 6, 2008, three weeks after Lehman Brothers filed the largest bankruptcy in U.S. history, Lehman's former CEO found himself before Representative Henry A. Waxman, the California Democrat who chaired the House Committee on Oversight and Government Reform. Fuld said he was a victim of the collapse, blaming a ""crisis of confidence"" in the markets for dooming his firm."",

answer the following question. Note that the answer is present within the text.

Question: What was the reason Citigroup was affected by the collapse? Sprinkle a ""#"" after every 3 words.",p3_train_added,1
"
Given the following passage

""Initially the companies affected were those directly involved in home construction and mortgage lending such as Northern Rock and Countrywide Financial, as they could no longer obtain financing through the credit markets. Over 100 mortgage lenders went bankrupt during 2007 and 2008. Concerns that investment bank Bear Stearns would collapse in March 2008 resulted in its fire-sale to JP Morgan Chase. The financial institution crisis hit its peak in September and October 2008. Several major institutions either failed, were acquired under duress, or were subject to government takeover. These included Lehman Brothers, Merrill Lynch, Fannie Mae, Freddie Mac, Washington Mutual, Wachovia, Citigroup, and AIG. On Oct. 6, 2008, three weeks after Lehman Brothers filed the largest bankruptcy in U.S. history, Lehman's former CEO found himself before Representative Henry A. Waxman, the California Democrat who chaired the House Committee on Oversight and Government Reform. Fuld said he was a victim of the collapse, blaming a ""crisis of confidence"" in the markets for dooming his firm."",

answer the following question. Note that the answer is present within the text.

Question: What was the reason Citigroup was affected by the collapse? In your response, include 'Citigroup' after every word.
",p3_train_added,1
"""
Given the following passage

""In Latin, papyri from Herculaneum dating before 79 AD (when it was destroyed) have been found that have been written in old Roman cursive, where the early forms of minuscule letters ""d"", ""h"" and ""r"", for example, can already be recognised. According to papyrologist Knut Kleve, ""The theory, then, that the lower-case letters have been developed from the fifth century uncials and the ninth century Carolingian minuscules seems to be wrong."" Both majuscule and minuscule letters existed, but the difference between the two variants was initially stylistic rather than orthographic and the writing system was still basically unicameral: a given handwritten document could use either one style or the other but these were not mixed. European languages, except for Ancient Greek and Latin, did not make the case distinction before about 1300.[citation needed]"",

answer the following question. Note that the answer is present within the text. Insert a ""$"" after every word.

Question: What is another word for lower-case letters? """,p3_train_added,1
"""
Given the following passage

""Most Greeks are Christians, belonging to the Greek Orthodox Church. During the first centuries after Jesus Christ, the New Testament was originally written in Koine Greek, which remains the liturgical language of the Greek Orthodox Church, and most of the early Christians and Church Fathers were Greek-speaking. There are small groups of ethnic Greeks adhering to other Christian denominations like Greek Catholics, Greek Evangelicals, Pentecostals, and groups adhering to other religions including Romaniot and Sephardic Jews and Greek Muslims. About 2,000 Greeks are members of Hellenic Polytheistic Reconstructionism congregations."",

answer the following question. Note that the answer is present within the text. Insert a ""#"" after every word.

Question: what is the first era mentioned? """,p3_train_added,1
"""
Given the following passage

""In Japan, professional wrestling done by female wrestlers is called joshi puroresu (女子プロレス) or joshi puro for short. Female wrestling is usually handled by promotions that specialize in joshi puroresu rather than divisions of otherwise male-dominated promotions, as is the case in the United States. However, joshi puroresu promotions usually have agreements with male puroresu promotions such that they recognize each other's titles as legitimate, and may share cards. All Japan Women's Pro-Wrestling was the dominant joshi organization from the 1970s to the 1990s."",

answer the following question. Note that the answer is present within the text.  Immediately after each word, include a special character, ""%"".

Question: What don't the males and females share? """,p3_train_added,1
"
Given the following passage

""The French Marines and naval infantry intended for the invasion of northern Germany were dispatched to reinforce the French Army of Châlons and fell into captivity at Sedan along with Napoleon III. A shortage of officers, following the capture of most of the professional French army at the Siege of Metz and at the Battle of Sedan, led naval officers to be sent from their ships to command hastily assembled reservists of the Garde Mobile. As the autumn storms of the North Sea forced the return of more of the French ships, the blockade of the north German ports diminished and in September 1870 the French navy abandoned the blockade for the winter. The rest of the navy retired to ports along the English Channel and remained in port for the rest of the war."",

answer the following question. Note that the answer is present within the text.

Question: The autumn storms had what effect on the North Sea by 1870? Immediately after each word, include a special character, ""%"".",p3_train_added,1
"""
Given the following passage

""The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created the 50 fund as its philanthropic initiative and focuses on providing grants to aid with youth development, community investment and sustainable environments."",

answer the following question. Note that the answer is present within the text.

Question: What form will the aid take? Immediately after every 3 words, add a ""#"" character.",p3_val_added,1
"""
Given the following passage

""The city is the seat of a Roman Catholic archdiocese (left bank of the Vistula) and diocese (right bank), and possesses various universities, most notably the Polish Academy of Sciences and the University of Warsaw, two opera houses, theatres, museums, libraries and monuments. The historic city-centre of Warsaw with its picturesque Old Town in 1980 was listed as a UNESCO World Heritage Site. Other main architectural attractions include the Castle Square with the Royal Castle and the iconic King Sigismund's Column, St. John's Cathedral, Market Square, palaces, churches and mansions all displaying a richness of colour and architectural detail. Buildings represent examples of nearly every European architectural style and historical period. Warsaw provides many examples of architecture from the gothic, renaissance, baroque and neoclassical periods, and around a quarter of the city is filled with luxurious parks and royal gardens."",

answer the following question. Note that the answer is present within the text.  Immediately after every word, add a ""#"" character.

Question: Which of the following is not an example of an architectural style: gothic, baroque, or picturesque? """,p3_val_added,1
"""
Given the following passage

""On May 3, 1901, downtown Jacksonville was ravaged by a fire that started as a kitchen fire. Spanish moss at a nearby mattress factory was quickly engulfed in flames and enabling the fire to spread rapidly. In just eight hours, it swept through 146 city blocks, destroyed over 2,000 buildings, left about 10,000 homeless and killed 7 residents. The Confederate Monument in Hemming Park was one of the only landmarks to survive the fire. Governor Jennings declare martial law and sent the state militia to maintain order. On May 17 municipal authority resumed in Jacksonville. It is said the glow from the flames could be seen in Savannah, Georgia, and the smoke plumes seen in Raleigh, North Carolina. Known as the ""Great Fire of 1901"", it was one of the worst disasters in Florida history and the largest urban fire in the southeastern United States. Architect Henry John Klutho was a primary figure in the reconstruction of the city. The first multi-story structure built by Klutho was the Dyal-Upchurch Building in 1902. The St. James Building, built on the previous site of the St. James Hotel that burned down, was built in 1912 as Klutho's crowning achievement."",

answer the following question. Note that the answer is present within the text.  Immediately after every 3 words, add a ""#"" character.

Question: How did the fire spread so quickly? """,p3_val_added,1
"""
Given the following passage

""In the mid-1960s, corruption scandals began to arise among many of the city's officials, who were mainly elected through the traditional old boy network. After a grand jury was convened to investigate, 11 officials were indicted and more were forced to resign. Jacksonville Consolidation, led by J. J. Daniel and Claude Yates, began to win more support during this period, from both inner city blacks, who wanted more involvement in government, and whites in the suburbs, who wanted more services and more control over the central city. In 1964 all 15 of Duval County's public high schools lost their accreditation. This added momentum to proposals for government reform. Lower taxes, increased economic development, unification of the community, better public spending and effective administration by a more central authority were all cited as reasons for a new consolidated government."",

answer the following question. Note that the answer is present within the text. after each word, add a ""@"" character.

Question: what was poliyically wrong in the state? """,p3_val_added,1
"
Given the following passage

""Kenya is a presidential representative democratic republic. The President is both the head of state and head of government, and of a multi-party system. Executive power is exercised by the government. Legislative power is vested in both the government and the National Assembly and the Senate. The Judiciary is independent of the executive and the legislature. There was growing concern especially during former president Daniel arap Moi's tenure that the executive was increasingly meddling with the affairs of the judiciary.[citation needed]"",

answer the following question. Note that the answer is present within the text.

Question: Which of the following is not part of the legislature: the National Assembly, the democratic republic or the Senate? after each word, add a ""@"" character. ",p3_val_added,1
"
Given the following passage

""Luther spoke out against the Jews in Saxony, Brandenburg, and Silesia. Josel of Rosheim, the Jewish spokesman who tried to help the Jews of Saxony in 1537, later blamed their plight on ""that priest whose name was Martin Luther—may his body and soul be bound up in hell!—who wrote and issued many heretical books in which he said that whoever would help the Jews was doomed to perdition."" Josel asked the city of Strasbourg to forbid the sale of Luther's anti-Jewish works: they refused initially, but did so when a Lutheran pastor in Hochfelden used a sermon to urge his parishioners to murder Jews. Luther's influence persisted after his death. Throughout the 1580s, riots led to the expulsion of Jews from several German Lutheran states."", 

answer the following question. Note that the answer is present within the text.

Question: Who, between Luther and Rosheim, was NOT Jewish? In your answer, incorporate ""!"" after every word. ",p3_val_added,1
