Prompt,Label,Class
"
Given the following passage

""His sister Ancilla would soon be diagnosed with stomach cancer in the early 1950s. Roncalli's last letter to her was dated on 8 November 1953 where he promised to visit her within the next week. He could not keep that promise, as Ancilla died on 11 November 1953 at the time when he was consecrating a new church in Venice. He attended her funeral back in his hometown. In his will around this time, he mentioned that he wished to be buried in the crypt of Saint Mark's in Venice with some of his predecessors rather than with the family in Sotto il Monte."",

answer the following question. Note that the answer is present within the text.

Question: Who had Ancilla as a family member? ",p3_train,0
"
Given the following passage

""Sassou Nguesso aligned the country with the Eastern Bloc and signed a twenty-year friendship pact with the Soviet Union. Over the years, Sassou had to rely more on political repression and less on patronage to maintain his dictatorship."",

answer the following question. Note that the answer is present within the text.

Question: Which superpower supported him? ",p3_train,0
"
Given the following passage

""Annelids with blood vessels use metanephridia to remove soluble waste products, while those without use protonephridia. Both of these systems use a two-stage filtration process, in which fluid and waste products are first extracted and these are filtered again to re-absorb any re-usable materials while dumping toxic and spent materials as urine. The difference is that protonephridia combine both filtration stages in the same organ, while metanephridia perform only the second filtration and rely on other mechanisms for the first – in annelids special filter cells in the walls of the blood vessels let fluids and other small molecules pass into the coelomic fluid, where it circulates to the metanephridia. In annelids the points at which fluid enters the protonephridia or metanephridia are on the forward side of a septum while the second-stage filter and the nephridiopore (exit opening in the body wall) are in the following segment. As a result, the hindmost segment (before the growth zone and pygidium) has no structure that extracts its wastes, as there is no following segment to filter and discharge them, while the first segment contains an extraction structure that passes wastes to the second, but does not contain the structures that re-filter and discharge urine."",

answer the following question. Note that the answer is present within the text.

Question: Where do the two waste filter segments occur for an annelid without blood vessels? ",p3_train,0
"
Given the following passage

""Oklahoma City is the annual host of the Big 12 Baseball Tournament, the World Cup of Softball, and the annual NCAA Women's College World Series. The city has held the 2005 NCAA Men's Basketball First and Second round and hosted the Big 12 Men's and Women's Basketball Tournaments in 2007 and 2009. The major universities in the area – University of Oklahoma, Oklahoma City University, and Oklahoma State University – often schedule major basketball games and other sporting events at Chesapeake Energy Arena and Chickasaw Bricktown Ballpark, although most home games are played at their campus stadiums."",

answer the following question. Note that the answer is present within the text.

Question: Where are some college baseball games played? ",p3_train,0
"
Given the following passage

""The exact number of speakers of Somali is unknown. One source estimates that there are 7.78 million speakers of Somali in Somalia itself and 12.65 million speakers globally. The Somali language is spoken by ethnic Somalis in Greater Somalia and the Somali diaspora."",

answer the following question. Note that the answer is present within the text.

Question: What information is necessary to determine the difference in the people who speak Somali in different areas? ",p3_train,0
"
Given the following passage

""A study of haplotypes of the Y-chromosome, published in 2000, addressed the paternal origins of Ashkenazi Jews. Hammer et al. found that the Y-chromosome of Ashkenazi and Sephardic Jews contained mutations that are also common among Middle Eastern peoples, but uncommon in the general European population. This suggested that the male ancestors of the Ashkenazi Jews could be traced mostly to the Middle East. The proportion of male genetic admixture in Ashkenazi Jews amounts to less than 0.5% per generation over an estimated 80 generations, with ""relatively minor contribution of European Y chromosomes to the Ashkenazim,"" and a total admixture estimate ""very similar to Motulsky's average estimate of 12.5%."" This supported the finding that ""Diaspora Jews from Europe, Northwest Africa, and the Near East resemble each other more closely than they resemble their non-Jewish neighbors."" ""Past research found that 50–80 percent of DNA from the Ashkenazi Y chromosome, which is used to trace the male lineage, originated in the Near East,"" Richards said."",

answer the following question. Note that the answer is present within the text.

Question: What is the citation of the study discussed? ",p3_train,0
"
Given the following passage

""Birds sometimes use plumage to assess and assert social dominance, to display breeding condition in sexually selected species, or to make threatening displays, as in the sunbittern's mimicry of a large predator to ward off hawks and protect young chicks. Variation in plumage also allows for the identification of birds, particularly between species. Visual communication among birds may also involve ritualised displays, which have developed from non-signalling actions such as preening, the adjustments of feather position, pecking, or other behaviour. These displays may signal aggression or submission or may contribute to the formation of pair-bonds. The most elaborate displays occur during courtship, where ""dances"" are often formed from complex combinations of many possible component movements; males' breeding success may depend on the quality of such displays."",

answer the following question. Note that the answer is present within the text.

Question: How might one bird scare off another? ",p3_train,0
"
Given the following passage

""The standard SNES controller adds two additional face buttons (X and Y) to the design of the NES iteration, arranging the four in a diamond shape, and introduces two shoulder buttons. It also features an ergonomic design by Lance Barr, later used for the NES-102 model controllers, also designed by Barr. The Japanese and PAL region versions incorporate the colors of the four action buttons into system's logo. The North American version's buttons are colored to match the redesigned console; the X and Y buttons are lavender with concave faces, and the A and B buttons are purple with convex faces. Several later consoles derive elements of their controller design from the SNES, including the PlayStation, Dreamcast, Xbox, and Wii Classic Controller."",

answer the following question. Note that the answer is present within the text.

Question: What is the difference between the SNES controller and the NES version? ",p3_train,0
"
Given the following passage

""In February 1939, he received news from his sisters that his mother was dying. On 10 February 1939, Pope Pius XI died. Roncalli was unable to see his mother for the end as the death of a pontiff meant that he would have to stay at his post until the election of a new pontiff. Unfortunately, she died on 20 February 1939, during the nine days of mourning for the late Pius XI. He was sent a letter by Cardinal Eugenio Pacelli, and Roncalli later recalled that it was probably the last letter Pacelli sent until his election as Pope Pius XII on 2 March 1939. Roncalli expressed happiness that Pacelli was elected, and, on radio, listened to the coronation of the new pontiff."",

answer the following question. Note that the answer is present within the text.

Question: How did Roncalli connect with the coronation? ",p3_train,0
"
Given the following passage

""As some szlachta were poorer than some non-noble gentry, some particularly impoverished szlachta were forced to become tenants of the wealthier gentry. In doing so, however, these szlachta retained all their constitutional prerogatives, as it was not wealth or lifestyle (obtainable by the gentry), but hereditary juridical status, that determined nobility."",

answer the following question. Note that the answer is present within the text.

Question: What is a name for someone living in a rental? ",p3_train,0
"
Given the following passage

""LeToya Luckett and Roberson became unhappy with Mathew's managing of the band and eventually were replaced by Farrah Franklin and Michelle Williams. Beyoncé experienced depression following the split with Luckett and Roberson after being publicly blamed by the media, critics, and blogs for its cause. Her long-standing boyfriend left her at this time. The depression was so severe it lasted for a couple of years, during which she occasionally kept herself in her bedroom for days and refused to eat anything. Beyoncé stated that she struggled to speak about her depression because Destiny's Child had just won their first Grammy Award and she feared no one would take her seriously. Beyoncé would later speak of her mother as the person who helped her fight it. Franklin was dismissed, leaving just Beyoncé, Rowland, and Williams."",

answer the following question. Note that the answer is present within the text.

Question: Who manages the band now? ",p3_train,0
"
Given the following passage

""Based on fossil and biological evidence, most scientists accept that birds are a specialized subgroup of theropod dinosaurs, and more specifically, they are members of Maniraptora, a group of theropods which includes dromaeosaurs and oviraptorids, among others. As scientists have discovered more theropods closely related to birds, the previously clear distinction between non-birds and birds has become blurred. Recent discoveries in the Liaoning Province of northeast China, which demonstrate many small theropod feathered dinosaurs, contribute to this ambiguity."",

answer the following question. Note that the answer is present within the text.

Question: Where are birds being studied? ",p3_train,0
"
Given the following passage

""Additionally, Somalia has several private television networks, including Horn Cable Television and Universal TV. Two such TV stations re-broadcast Al-Jazeera and CNN. Eastern Television Network and SBC TV air from Bosaso, the commercial capital of Puntland. The Puntland and Somaliland regions also each have one government-run TV channel, Puntland TV and Radio and Somaliland National TV, respectively."",

answer the following question. Note that the answer is present within the text.

Question: If you are not watching a privately owned television network in Somaliland, what specifically are you tuned into? ",p3_train,0
"
Given the following passage

""A computer's memory can be viewed as a list of cells into which numbers can be placed or read. Each cell has a numbered ""address"" and can store a single number. The computer can be instructed to ""put the number 123 into the cell numbered 1357"" or to ""add the number that is in cell 1357 to the number that is in cell 2468 and put the answer into cell 1595."" The information stored in memory may represent practically anything. Letters, numbers, even computer instructions can be placed into memory with equal ease. Since the CPU does not differentiate between different types of information, it is the software's responsibility to give significance to what the memory sees as nothing but a series of numbers."",

answer the following question. Note that the answer is present within the text.

Question: What could someone try to put into a computer's memory? ",p3_train,0
"
Given the following passage

""Wieman's words proved prophetic. Though Process and Reality has been called ""arguably the most impressive single metaphysical text of the twentieth century,"" it has been little-read and little-understood, partly because it demands – as Isabelle Stengers puts it – ""that its readers accept the adventure of the questions that will separate them from every consensus."" Whitehead questioned western philosophy's most dearly held assumptions about how the universe works, but in doing so he managed to anticipate a number of 21st century scientific and philosophical problems and provide novel solutions."",

answer the following question. Note that the answer is present within the text.

Question: Who was able to guess at some truths that occurred in the 21st century? ",p3_train,0
"
Given the following passage

""Football is the most popular sport amongst Somalis. Important competitions are the Somalia League and Somalia Cup. The multi-ethnic Ocean Stars, Somalia's national team, first participated at the Olympic Games in 1972 and has sent athletes to compete in most Summer Olympic Games since then. The equally diverse Somali beach soccer team also represents the country in international beach soccer competitions. In addition, several international footballers such as Mohammed Ahamed Jama, Liban Abdi, Ayub Daud and Abdisalam Ibrahim have played in European top divisions."",

answer the following question. Note that the answer is present within the text.

Question: How can the Ocean Stars and beach team be described? ",p3_train,0
"
Given the following passage

""Chapter I covers animal husbandry and plant breeding, going back to ancient Egypt. Darwin discusses contemporary opinions on the origins of different breeds under cultivation to argue that many have been produced from common ancestors by selective breeding. As an illustration of artificial selection, he describes fancy pigeon breeding, noting that ""[t]he diversity of the breeds is something astonishing"", yet all were descended from one species of rock pigeon. Darwin saw two distinct kinds of variation: (1) rare abrupt changes he called ""sports"" or ""monstrosities"" (example: ancon sheep with short legs), and (2) ubiquitous small differences (example: slightly shorter or longer bill of pigeons). Both types of hereditary changes can be used by breeders. However, for Darwin the small changes were most important in evolution."",

answer the following question. Note that the answer is present within the text.

Question: What is a helpful driver of evolution? ",p3_train,0
"
Given the following passage

""Detroit's courts are state-administered and elections are nonpartisan. The Probate Court for Wayne County is located in the Coleman A. Young Municipal Center in downtown Detroit. The Circuit Court is located across Gratiot Ave. in the Frank Murphy Hall of Justice, in downtown Detroit. The city is home to the Thirty-Sixth District Court, as well as the First District of the Michigan Court of Appeals and the United States District Court for the Eastern District of Michigan. The city provides law enforcement through the Detroit Police Department and emergency services through the Detroit Fire Department."",

answer the following question. Note that the answer is present within the text.

Question: Where in Detroit is Gratiot Ave.? ",p3_train,0
"
Given the following passage

""The university owns several centers around the world used for international studies and research, conferences abroad, and alumni support. The university has had a presence in London, England, since 1968. Since 1998, its London center has been based in the former United University Club at 1 Suffolk Street in Trafalgar Square. The center enables the Colleges of Arts & Letters, Business Administration, Science, Engineering and the Law School to develop their own programs in London, as well as hosting conferences and symposia. Other Global Gateways are located in Beijing, Chicago, Dublin, Jerusalem and Rome."",

answer the following question. Note that the answer is present within the text.

Question: Which is an international college location: Suffolk Street, Rome, or University Club? ",p3_train,0
"
Given the following passage

""Chopin's life and his relations with George Sand have been fictionalized in numerous films. The 1945 biographical film A Song to Remember earned Cornel Wilde an Academy Award nomination as Best Actor for his portrayal of the composer. Other film treatments have included: La valse de l'adieu (France, 1928) by Henry Roussel, with Pierre Blanchar as Chopin; Impromptu (1991), starring Hugh Grant as Chopin; La note bleue (1991); and Chopin: Desire for Love (2002)."",

answer the following question. Note that the answer is present within the text.

Question: What was the first film portraying Chopin? ",p3_train,0
"
Given the following passage

""Having lost the race to the Moon, the USSR decided to concentrate on orbital space stations. During 1969 and 1970, they launched six more Soyuz flights after Soyuz 3, then launched the first space station, the Salyut 1 laboratory designed by Kerim Kerimov, on April 19, 1971. Three days later, the Soyuz 10 crew attempted to dock with it, but failed to achieve a secure enough connection to safely enter the station. The Soyuz 11 crew of Vladislav Volkov, Georgi Dobrovolski and Viktor Patsayev successfully docked on June 7, and completed a record 22-day stay. The crew became the second in-flight space fatality during their reentry on June 30. They were asphyxiated when their spacecraft's cabin lost all pressure, shortly after undocking. The disaster was blamed on a faulty cabin pressure valve, that allowed all the air to vent into space. The crew was not wearing pressure suits and had no chance of survival once the leak occurred."",

answer the following question. Note that the answer is present within the text.

Question: What disaster marred the Soviet space station progam? ",p3_train,0
"
Given the following passage

""Arguing against the absolutist position, Leibniz offers a number of thought experiments with the purpose of showing that there is contradiction in assuming the existence of facts such as absolute location and velocity. These arguments trade heavily on two principles central to his philosophy: the principle of sufficient reason and the identity of indiscernibles. The principle of sufficient reason holds that for every fact, there is a reason that is sufficient to explain what and why it is the way it is and not otherwise. The identity of indiscernibles states that if there is no way of telling two entities apart, then they are one and the same thing."",

answer the following question. Note that the answer is present within the text.

Question: What is opposite of differnt? ",p3_train,0
"
Given the following passage

""In India, the British retained the Northern Circars, but returned all the French trading ports. The treaty, however, required that the fortifications of these settlements be destroyed and never rebuilt, while only minimal garrisons could be maintained there, thus rendering them worthless as military bases. Combined with the loss of France's ally in Bengal and the defection of Hyderabad to the British as a result of the war, this effectively brought French power in India to an end, making way for British hegemony and eventual control of the subcontinent."",

answer the following question. Note that the answer is present within the text.

Question: what was the first result of the war according to the passage? ",p3_train,0
"
Given the following passage

""In September 1993, Madonna embarked on The Girlie Show World Tour, in which she dressed as a whip-cracking dominatrix surrounded by topless dancers. In Puerto Rico she rubbed the island's flag between her legs on stage, resulting in outrage among the audience. In March 1994, she appeared as a guest on the Late Show with David Letterman, using profanity that required censorship on television, and handing Letterman a pair of her panties and asking him to smell it. The releases of her sexually explicit films, albums and book, and the aggressive appearance on Letterman all made critics question Madonna as a sexual renegade. Critics and fans reacted negatively, who commented that ""she had gone too far"" and that her career was over."",

answer the following question. Note that the answer is present within the text.

Question: How did Madonna appear on the Late Show with David Letterman? ",p3_train,0
"
Given the following passage

""In 2008 the Government of Canada made efforts, through the Canada First Defence Strategy, to modernize the Canadian Armed Forces, through the purchase of new equipment, improved training and readiness, as well as the establishment of the Canadian Special Operations Regiment. More funds were also put towards recruitment, which had been dwindling throughout the 1980s and '90s, possibly because the Canadian populace had come to perceive the CAF as peacekeepers rather than as soldiers, as shown in a 2008 survey conducted for the Department of National Defence. The poll found that nearly two thirds of Canadians agreed with the country's participation in the invasion of Afghanistan, and that the military should be stronger, but also that the purpose of the forces should be different, such as more focused on responding to natural disasters. Then CDS, Walter Natynczyk, said later that year that while recruiting has become more successful, the CF was facing a problem with its rate of loss of existing members, which increased between 2006 and 2008 from 6% to 9.2% annually."",

answer the following question. Note that the answer is present within the text.

Question: What organization was tasked with figuring out how to improve the Canadian Armed Forces? ",p3_train,0
"
Given the following passage

""The Sell Assessment of Sexual Orientation (SASO) was developed to address the major concerns with the Kinsey Scale and Klein Sexual Orientation Grid and as such, measures sexual orientation on a continuum, considers various dimensions of sexual orientation, and considers homosexuality and heterosexuality separately. Rather than providing a final solution to the question of how to best measure sexual orientation, the SASO is meant to provoke discussion and debate about measurements of sexual orientation."",

answer the following question. Note that the answer is present within the text.

Question: What does the first S stand for in SASO? ",p3_train,0
"
Given the following passage

""The Byzantine Empire ruled the northern shores of the Sahara from the 5th to the 7th centuries. After the Muslim conquest of Arabia (Arabian peninsula) the Muslim conquest of North Africa began in the mid-7th to early 8th centuries, Islamic influence expanded rapidly on the Sahara. By the end of 641 all of Egypt was in Muslim hands. The trade across the desert intensified. A significant slave trade crossed the desert. It has been estimated that from the 10th to 19th centuries some 6,000 to 7,000 slaves were transported north each year."",

answer the following question. Note that the answer is present within the text.

Question: What increased the area's growth? ",p3_train,0
"
Given the following passage

""Debate remained limited, and major decisions regarding the economy and defence were avoided or dealt with cursorily; the GPC largely remained ""a rubber stamp"" for Gaddafi's policies. On rare occasions, the GPC opposed Gaddafi's suggestions, sometimes successfully; notably, when Gaddafi called on primary schools to be abolished, believing that home schooling was healthier for children, the GPC rejected the idea. In other instances, Gaddafi pushed through laws without the GPC's support, such as when he desired to allow women into the armed forces. Gaddafi proclaimed that the People's Congresses provided for Libya's every political need, rendering other political organizations unnecessary; all non-authorized groups, including political parties, professional associations, independent trade unions and women's groups, were banned."",

answer the following question. Note that the answer is present within the text.

Question: What organizations did Gaddafi prohibit? ",p3_train,0
"
Given the following passage

""Criticism of the term intellectual property ranges from discussing its vagueness and abstract overreach to direct contention to the semantic validity of using words like property and rights in fashions that contradict practice and law. Many detractors think this term specially serves the doctrinal agenda of parties opposing reform in the public interest or otherwise abusing related legislations; and that it disallows intelligent discussion about specific and often unrelated aspects of copyright, patents, trademarks, etc."",

answer the following question. Note that the answer is present within the text.

Question: How does vagueness affect intellectual property rights? ",p3_train,0
"
Given the following passage

""The 1923 general election was fought on the Conservatives' protectionist proposals but, although they got the most votes and remained the largest party, they lost their majority in parliament, necessitating the formation of a government supporting free trade. Thus, with the acquiescence of Asquith's Liberals, Ramsay MacDonald became the first ever Labour Prime Minister in January 1924, forming the first Labour government, despite Labour only having 191 MPs (less than a third of the House of Commons)."",

answer the following question. Note that the answer is present within the text.

Question: Which policy did the new prime minister oppose? ",p3_train,0
"
Given the following passage

""Organized crime has long been associated with New York City, beginning with the Forty Thieves and the Roach Guards in the Five Points in the 1820s. The 20th century saw a rise in the Mafia, dominated by the Five Families, as well as in gangs, including the Black Spades. The Mafia presence has declined in the city in the 21st century."",

answer the following question. Note that the answer is present within the text.

Question: Which century preceded the 21st century? ",p3_train,0
"
Given the following passage

""Two battle-hardened Australian divisions were steaming from the Mid-East for Singapore. Churchill wanted them diverted to Burma, but Curtin insisted on a return to Australia. In early 1942 elements of the Imperial Japanese Navy proposed an invasion of Australia. The Japanese Army opposed the plan and it was rejected in favour of a policy of isolating Australia from the United States via blockade by advancing through the South Pacific. The Japanese decided upon a seaborne invasion of Port Moresby, capital of the Australian Territory of Papua which would put Northern Australia within range of Japanese bomber aircraft."",

answer the following question. Note that the answer is present within the text.

Question: __ is nicknamed the Little Red Dot. ",p3_train,0
"
Given the following passage

""The Fitzroy Tavern is a pub situated at 16 Charlotte Street in the Fitzrovia district, to which it gives its name. It became famous (or according to others, infamous) during a period spanning the 1920s to the mid-1950s as a meeting place for many of London's artists, intellectuals and bohemians such as Dylan Thomas, Augustus John, and George Orwell. Several establishments in Soho, London, have associations with well-known, post-war literary and artistic figures, including the Pillars of Hercules, The Colony Room and the Coach and Horses. The Canonbury Tavern, Canonbury, was the prototype for Orwell's ideal English pub, The Moon Under Water."",

answer the following question. Note that the answer is present within the text.

Question: The Canonbury Tavern was unlikely to be situated on the same area as the Fitzroy Tavern, or more precisely on which street? ",p3_train,0
"
Given the following passage

""Hydrogen is a chemical element with chemical symbol H and atomic number 1. With an atomic weight of 7000100794000000000♠1.00794 u, hydrogen is the lightest element on the periodic table. Its monatomic form (H) is the most abundant chemical substance in the Universe, constituting roughly 75% of all baryonic mass.[note 1] Non-remnant stars are mainly composed of hydrogen in its plasma state. The most common isotope of hydrogen, termed protium (name rarely used, symbol 1H), has one proton and no neutrons."",

answer the following question. Note that the answer is present within the text.

Question: What is the symbol of the most prevalent isotope of the element non-remnant stars are composed of? ",p3_train,0
"
Given the following passage

""During the 1760s and early 1770s, relations between the Thirteen Colonies and Britain became increasingly strained, primarily because of resentment of the British Parliament's attempts to govern and tax American colonists without their consent. This was summarised at the time by the slogan ""No taxation without representation"", a perceived violation of the guaranteed Rights of Englishmen. The American Revolution began with rejection of Parliamentary authority and moves towards self-government. In response Britain sent troops to reimpose direct rule, leading to the outbreak of war in 1775. The following year, in 1776, the United States declared independence. The entry of France to the war in 1778 tipped the military balance in the Americans' favour and after a decisive defeat at Yorktown in 1781, Britain began negotiating peace terms. American independence was acknowledged at the Peace of Paris in 1783."",

answer the following question. Note that the answer is present within the text.

Question: Who sought help from France? ",p3_train,0
"
Given the following passage

""Some street trams (streetcars) used conduit third-rail current collection. The third rail was below street level. The tram picked up the current through a plough (U.S. ""plow"") accessed through a narrow slot in the road. In the United States, much (though not all) of the former streetcar system in Washington, D.C. (discontinued in 1962) was operated in this manner to avoid the unsightly wires and poles associated with electric traction. The same was true with Manhattan's former streetcar system. The evidence of this mode of running can still be seen on the track down the slope on the northern access to the abandoned Kingsway Tramway Subway in central London, United Kingdom, where the slot between the running rails is clearly visible, and on P and Q Streets west of Wisconsin Avenue in the Georgetown neighborhood of Washington DC, where the abandoned tracks have not been paved over. The slot can easily be confused with the similar looking slot for cable trams/cars (in some cases, the conduit slot was originally a cable slot). The disadvantage of conduit collection included much higher initial installation costs, higher maintenance costs, and problems with leaves and snow getting in the slot. For this reason, in Washington, D.C. cars on some lines converted to overhead wire on leaving the city center, a worker in a ""plough pit"" disconnecting the plough while another raised the trolley pole (hitherto hooked down to the roof) to the overhead wire. In New York City for the same reasons of cost and operating efficiency outside of Manhattan overhead wire was used. A similar system of changeover from conduit to overhead wire was also used on the London tramways, notably on the southern side; a typical changeover point was at Norwood, where the conduit snaked sideways from between the running rails, to provide a park for detached shoes or ploughs."",

answer the following question. Note that the answer is present within the text.

Question: Originally in Washington, D.C. and Manhattan, what system of powering streetcars was more popular? ",p3_train,0
"
Given the following passage

""Witnesses believe that a ""little flock"" go to heaven, but that the hope for life after death for the majority of ""other sheep"" involves being resurrected by God to a cleansed earth after Armageddon. They interpret Revelation 14:1–5 to mean that the number of Christians going to heaven is limited to exactly 144,000, who will rule with Jesus as kings and priests over earth. Jehovah's Witnesses teach that only they meet scriptural requirements for surviving Armageddon, but that God is the final judge. During Christ's millennial reign, most people who died prior to Armageddon will be resurrected with the prospect of living forever; they will be taught the proper way to worship God to prepare them for their final test at the end of the millennium."",

answer the following question. Note that the answer is present within the text.

Question: If they are brought back, what do they face? ",p3_train,0
"
Given the following passage

""Indigenous genetic studies suggest that the first inhabitants of the Americas share a single ancestral population, one that developed in isolation, conjectured to be Beringia. The isolation of these peoples in Beringia might have lasted 10–20,000 years. Around 16,500 years ago, the glaciers began melting, allowing people to move south and east into Canada and beyond. These people are believed to have followed herds of now-extinct Pleistocene megafauna along ice-free corridors that stretched between the Laurentide and Cordilleran Ice Sheets."",

answer the following question. Note that the answer is present within the text.

Question: What continents are mentioned in the text? ",p3_train,0
"
Given the following passage

""Glacial bodies larger than 50,000 km2 (19,000 sq mi) are called ice sheets or continental glaciers. Several kilometers deep, they obscure the underlying topography. Only nunataks protrude from their surfaces. The only extant ice sheets are the two that cover most of Antarctica and Greenland. They contain vast quantities of fresh water, enough that if both melted, global sea levels would rise by over 70 m (230 ft). Portions of an ice sheet or cap that extend into water are called ice shelves; they tend to be thin with limited slopes and reduced velocities. Narrow, fast-moving sections of an ice sheet are called ice streams. In Antarctica, many ice streams drain into large ice shelves. Some drain directly into the sea, often with an ice tongue, like Mertz Glacier."",

answer the following question. Note that the answer is present within the text.

Question: where is the largest ice sheet in the north ",p3_train,0
"
Given the following passage

""Despite occasional theoretical diversity, the actual practice of translation has hardly changed since antiquity. Except for some extreme metaphrasers in the early Christian period and the Middle Ages, and adapters in various periods (especially pre-Classical Rome, and the 18th century), translators have generally shown prudent flexibility in seeking equivalents — ""literal"" where possible, paraphrastic where necessary — for the original meaning and other crucial ""values"" (e.g., style, verse form, concordance with musical accompaniment or, in films, with speech articulatory movements) as determined from context."",

answer the following question. Note that the answer is present within the text.

Question: What might throw a wrench in translation in medival times? ",p3_train,0
"
Given the following passage

""In 2004, the United States passed an amendment to the Fair Labour Standards Act of 1938. The amendment allows certain children aged 14–18 to work in or outside a business where machinery is used to process wood. The law aims to respect the religious and cultural needs of the Amish community of the United States. The Amish believe that one effective way to educate children is on the job. The new law allows Amish children the ability to work with their families, once they are passed eighth grade in school."",

answer the following question. Note that the answer is present within the text.

Question: What is just as useful as formal education? ",p3_train,0
"
Given the following passage

""The vast majority of living organisms encode their genes in long strands of DNA (deoxyribonucleic acid). DNA consists of a chain made from four types of nucleotide subunits, each composed of: a five-carbon sugar (2'-deoxyribose), a phosphate group, and one of the four bases adenine, cytosine, guanine, and thymine.:2.1"",

answer the following question. Note that the answer is present within the text.

Question: What is the accronym which refers to the genetic material of living organisms? ",p3_train,0
"
Given the following passage

""Around the 14th century, there was little difference between knights and the szlachta in Poland. Members of the szlachta had the personal obligation to defend the country (pospolite ruszenie), thereby becoming the kingdom's most privileged social class. Inclusion in the class was almost exclusively based on inheritance."",

answer the following question. Note that the answer is present within the text.

Question: What kind of difference was there in knights and the szlachta in Poland? ",p3_train,0
"
Given the following passage

""Alphanumeric LEDs are available in seven-segment, starburst and dot-matrix format. Seven-segment displays handle all numbers and a limited set of letters. Starburst displays can display all letters. Dot-matrix displays typically use 5x7 pixels per character. Seven-segment LED displays were in widespread use in the 1970s and 1980s, but rising use of liquid crystal displays, with their lower power needs and greater display flexibility, has reduced the popularity of numeric and alphanumeric LED displays."",

answer the following question. Note that the answer is present within the text.

Question: What does the first letter in LCD stand for? ",p3_train,0
"
Given the following passage

""Wood is a heterogeneous, hygroscopic, cellular and anisotropic material. It consists of cells, and the cell walls are composed of micro-fibrils of cellulose (40% – 50%) and hemicellulose (15% – 25%) impregnated with lignin (15% – 30%)."",

answer the following question. Note that the answer is present within the text.

Question: Which are micro-fibrils, cellulose or hemicellulose? ",p3_train,0
"
Given the following passage

""The sovereignty of szlachta was ended in 1795 by Partitions of Poland, and until 1918 their legal status was dependent on policies of the Russian Empire, the Kingdom of Prussia or the Habsburg Monarchy."",

answer the following question. Note that the answer is present within the text.

Question: What is the name of one ruler that ruled over szlachta? ",p3_train,0
"
Given the following passage

""Plymouth is often used as a base by visitors to Dartmoor, the Tamar Valley and the beaches of south-east Cornwall. Kingsand, Cawsand and Whitsand Bay are popular."",

answer the following question. Note that the answer is present within the text.

Question: What is fourth mentioned location? ",p3_train,0
"
Given the following passage

""Karl Marx published the Communist Manifesto in February 1848, with little attention. However, a few days later the French Revolution of 1848 broke out, which replaced the monarchy of Louis Philippe with the Second French Republic. In June 1848, Paris workers, disenchanted with the new government, built barricades and raised red flags. The new government called in the French Army to put down the uprising, the first of many such confrontations between the army and the new worker's movements in Europe."",

answer the following question. Note that the answer is present within the text.

Question: What gained influence over time in society? ",p3_train,0
"
Given the following passage

""Dumbwaiters are small freight elevators that are intended to carry food, books or other small freight loads rather than passengers. They often connect kitchens to rooms on other floors. they usually do not have the same safety features found in passenger elevators, like various ropes for redundancy. they have a lower capacity, and they can be up to 1 meter (3 ft.) tall. there's a control panel at every stop, that mimics the ones found in passenger elevators, like calling, door control, floor selection."",

answer the following question. Note that the answer is present within the text.

Question: What are dumbwaiters? ",p3_train,0
"
Given the following passage

""Compass-M1 is an experimental satellite launched for signal testing and validation and for the frequency filing on 14 April 2007. The role of Compass-M1 for Compass is similar to the role of the GIOVE satellites for the Galileo system. The orbit of Compass-M1 is nearly circular, has an altitude of 21,150 km and an inclination of 55.5 degrees."",

answer the following question. Note that the answer is present within the text.

Question: Where is Compass-M1 ",p3_train,0
"
Given the following passage

""If conditions change, so that the pope judges it safe to make the appointment public, he may do so at any time. The cardinal in question then ranks in precedence with those raised to the cardinalate at the time of his in pectore appointment. If a pope dies before revealing the identity of an in pectore cardinal, the cardinalate expires."",

answer the following question. Note that the answer is present within the text.

Question: Who can reveal an in pectore appointment? ",p3_train,0
"
Given the following passage

""The Boston Public Schools enrolls 57,000 students attending 145 schools, including the renowned Boston Latin Academy, John D. O'Bryant School of Math & Science, and Boston Latin School. The Boston Latin School, established 1635, is the oldest public high school in the US; Boston also operates the United States' second oldest public high school, and its oldest public elementary school. The system's students are 40% Hispanic or Latino, 35% Black or African American, 13% White, and 9% Asian. There are private, parochial, and charter schools as well, and approximately 3,300 minority students attend participating suburban schools through the Metropolitan Educational Opportunity Council."",

answer the following question. Note that the answer is present within the text.

Question: Which group is the third-most prominent racial demographic in this public school system? ",p3_train,0
"
Given the following passage

""Recessed lighting (often called ""pot lights"" in Canada, ""can lights"" or 'high hats"" in the US) is popular, with fixtures mounted into the ceiling structure so as to appear flush with it. These downlights can use narrow beam spotlights, or wider-angle floodlights, both of which are bulbs having their own reflectors. There are also downlights with internal reflectors designed to accept common 'A' lamps (light bulbs) which are generally less costly than reflector lamps. Downlights can be incandescent, fluorescent, HID (high intensity discharge) or LED."",

answer the following question. Note that the answer is present within the text.

Question: Which is not a type of downlight: LED, incandescent, or spotlights? ",p3_train,0
